application_id,date_tagged,date_actioned,outcome_id,queue_id,analyst_id,store_id,message
20070,2023-10-12 04:47:00,2023-10-12 05:02:00,D,CE,CDcosta,6,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer row id: 1-7JBSOS0
20071,2023-10-12 23:19:00,2023-10-12 23:38:00,A,CE,RMishra,3,
20072,2023-10-12 14:26:00,2023-10-12 14:36:00,A,VC,MDcruz,4,
20073,2023-10-12 11:49:00,2023-10-12 12:05:00,D,CPB,SBambaras,5,Please resubmit as self employed (commercial account)
20074,2023-10-12 04:54:00,2023-10-12 05:11:00,W,CE,RBose,3,Application withdrawn.Please re-submit with employer's contactable landline number or email copy of Proof of Income (Pay Slips / Bank Statement / Employment Letter) to vcredit@Asif Tech.com.au
20075,2023-10-12 10:17:00,2023-10-12 10:30:00,A,CE,SSyed,3,
20076,2023-10-12 16:27:00,2023-10-12 16:39:00,A,CE,QMascarenhas,2,
20077,2023-10-12 20:58:00,2023-10-12 21:09:00,A,CE,NBhatia,6,
20078,2023-10-12 08:55:00,2023-10-12 09:09:00,W,CPB,SBambaras,5,Please email passport with visa page and proof of employment bank statement/Salary slip
20079,2023-10-12 05:25:00,2023-10-12 05:44:00,W,CPB,SBambaras,6,Please Re-Submit Application as a Sole trader or business account. Custoemr has ABN number with 3.
20080,2023-10-12 15:06:00,2023-10-12 15:23:00,A,CPB,JDsouza,4,
20081,2023-10-12 05:03:00,2023-10-12 05:20:00,A,CE,QMascarenhas,2,
20082,2023-10-12 22:55:00,2023-10-12 23:06:00,A,CPB,SBambaras,1,
20083,2023-10-12 22:48:00,2023-10-12 23:08:00,W,VC,QMascarenhas,1,"Customer has overdue account with Asif Tech, account no 695840585 overdue by $143.98"
20084,2023-10-12 02:59:00,2023-10-12 03:17:00,A,CE,RMishra,2,
20085,2023-10-12 03:14:00,2023-10-12 03:26:00,A,CE,NBhatia,5,
20086,2023-10-12 23:20:00,2023-10-12 23:31:00,A,CPB,RBose,3,
20087,2023-10-12 21:24:00,2023-10-12 21:43:00,A,CPRB,CDcosta,1,
20088,2023-10-12 09:37:00,2023-10-12 09:50:00,W,CPB,RBose,2,Please resubmit next application with passport as part of 100 points of ID and apply under a new row ID.
20089,2023-10-12 01:39:00,2023-10-12 01:55:00,A,CPB,JDsouza,3,
20090,2023-10-12 18:03:00,2023-10-12 18:22:00,A,CE,CDcosta,2,
20091,2023-10-12 06:07:00,2023-10-12 06:20:00,W,CPB,RBose,4,Please send through copies of the applicants 100 points of ID to KCredit@Asif Tech.com.au or 1800 656 866
20092,2023-10-12 11:07:00,2023-10-12 11:25:00,A,CPB,RMishra,5,
20093,2023-10-12 06:47:00,2023-10-12 06:58:00,A,CE,RBose,4,
20094,2023-10-12 18:31:00,2023-10-12 18:46:00,A,CE,CDcosta,1,
20095,2023-10-12 17:51:00,2023-10-12 18:07:00,A,CE,NBhatia,5,
20096,2023-10-12 23:34:00,2023-10-12 23:44:00,A,CE,CDcosta,4,
20097,2023-10-12 19:39:00,2023-10-12 19:56:00,A,CPB,JDsouza,6,
20098,2023-10-12 01:14:00,2023-10-12 01:30:00,A,CE,SBambaras,3,
20099,2023-10-12 13:12:00,2023-10-12 13:32:00,D,CPB,SBambaras,1,Further information has been requested via email. Please submit rent recipt or any Address proof ie:utility bill.
20100,2023-10-12 11:38:00,2023-10-12 11:58:00,D,CPB,SSyed,2,An account for this applicant already exists with Asif Tech. Please resubmit as existing Commercial a/c - ABN 68 521 508 273
20101,2023-10-12 14:06:00,2023-10-12 14:17:00,D,CPRB,JDsouza,5,At Applicants Request
20102,2023-10-12 10:13:00,2023-10-12 10:32:00,A,CE,HPandya,1,
20103,2023-10-12 00:42:00,2023-10-12 00:57:00,A,CE,NBhatia,2,
20104,2023-10-12 08:32:00,2023-10-12 08:51:00,W,CPB,AAkhundpur,2,"Please resubmit with correct previous address. Kindly add ""Suburb/Town"""
20105,2023-10-12 08:13:00,2023-10-12 08:26:00,A,CPB,JDsouza,2,
20106,2023-10-12 08:59:00,2023-10-12 09:13:00,W,CE,SBambaras,3,Please resubmit with landline for employer or email copy of Proof of Income (Pay Slips / Bank Statement / Employment Letter) to vcredit@Asif Tech.com.au
20107,2023-10-12 22:23:00,2023-10-12 22:40:00,A,CPB,CDcosta,3,
20108,2023-10-12 04:38:00,2023-10-12 04:55:00,A,CPB,RMishra,1,
20109,2023-10-12 22:59:00,2023-10-12 23:15:00,A,CPB,MDcruz,3,
20110,2023-10-12 20:09:00,2023-10-12 20:29:00,A,VC,FWadia,3,
20111,2023-10-12 18:06:00,2023-10-12 18:18:00,W,CE,MDcruz,5,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID:1-6GL9EA5
20112,2023-10-12 13:18:00,2023-10-12 13:30:00,D,VC,HPandya,1,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer Row id 1-54KCIEJ
20113,2023-10-12 07:25:00,2023-10-12 07:44:00,A,CE,HPandya,5,
20114,2023-10-12 08:33:00,2023-10-12 08:51:00,A,CPB,SSyed,3,
20115,2023-10-12 20:29:00,2023-10-12 20:46:00,A,CPB,HPandya,5,
20116,2023-10-12 06:00:00,2023-10-12 06:15:00,A,CPB,NBhatia,5,
20117,2023-10-12 05:58:00,2023-10-12 06:15:00,A,CE,JDsouza,2,
20118,2023-10-12 06:10:00,2023-10-12 06:28:00,A,VC,RMishra,5,
20119,2023-10-12 02:48:00,2023-10-12 03:04:00,A,CPB,NBhatia,1,
20120,2023-10-12 12:04:00,2023-10-12 12:23:00,A,CE,NBhatia,2,
20121,2023-10-12 09:43:00,2023-10-12 09:53:00,A,CPB,SBambaras,1,
20122,2023-10-12 22:11:00,2023-10-12 22:30:00,A,CPB,RMishra,6,
20123,2023-10-12 17:45:00,2023-10-12 18:04:00,A,CE,NVaid,3,
20124,2023-10-12 09:19:00,2023-10-12 09:33:00,W,CE,MDcruz,2,The applicant has been declined as Students are only eligible for 1 Handset (Voice service). Customer has an existing account with Asif Tech under row-id:-1-83T2DCA.
20125,2023-10-12 07:25:00,2023-10-12 07:45:00,W,CE,JDsouza,5,Please resubmit as a self employed
20126,2023-10-12 08:34:00,2023-10-12 08:54:00,A,CPRB,NVaid,3,
20127,2023-10-12 18:25:00,2023-10-12 18:38:00,A,CE,NBhatia,6,
20128,2023-10-12 05:00:00,2023-10-12 05:12:00,A,CE,AAkhundpur,6,
20129,2023-10-12 16:58:00,2023-10-12 17:12:00,A,CE,AAkhundpur,3,
20130,2023-10-12 12:48:00,2023-10-12 13:01:00,A,CE,JDsouza,2,
20131,2023-10-12 00:23:00,2023-10-12 00:33:00,A,CPRB,HPandya,4,
20132,2023-10-12 21:52:00,2023-10-12 22:06:00,A,VC,NBhatia,3,
20133,2023-10-12 23:43:00,2023-10-12 23:53:00,A,CE,AAkhundpur,2,
20134,2023-10-12 13:18:00,2023-10-12 13:36:00,A,CE,HPandya,3,
20135,2023-10-12 03:19:00,2023-10-12 03:31:00,W,CE,SBambaras,2,"Please resubmit a Passport / Medicare Card as part of the applicants 100 points of ID as could not confirm MCC and PP, hence would request the customer to send Passport and Visa Page to confirm the customer's details."
20136,2023-10-12 23:00:00,2023-10-12 23:14:00,A,CPRB,NVaid,1,
20137,2023-10-12 20:16:00,2023-10-12 20:33:00,A,CPB,RBose,1,
20138,2023-10-12 01:17:00,2023-10-12 01:30:00,A,CE,SBambaras,6,
20139,2023-10-12 14:50:00,2023-10-12 15:04:00,W,CPB,NVaid,2,"The applicant is a sole trader. Please resubmit accordingly, with the ABN 86 162 773 572"
20140,2023-10-12 14:52:00,2023-10-12 15:10:00,W,CPB,HPandya,6,The applicant has been declined as Students are only eligible for 1 Handset (Voice service) Already has an active voice service under the row id: 1-898Z0DI
20141,2023-10-12 08:17:00,2023-10-12 08:36:00,A,CPB,NVaid,5,
20142,2023-10-12 18:28:00,2023-10-12 18:42:00,A,CPB,MDcruz,3,
20143,2023-10-12 23:05:00,2023-10-12 23:18:00,W,CE,HPandya,6,Please email proof of income to vcredit@Asif Tech.com.au
20144,2023-10-12 06:57:00,2023-10-12 07:14:00,A,CE,MDcruz,1,
20145,2023-10-12 19:52:00,2023-10-12 20:12:00,W,CPB,MDcruz,3,Declined as a Credit Decision and exceed handset limit
20146,2023-10-12 12:33:00,2023-10-12 12:43:00,A,CPB,MDcruz,6,
20147,2023-10-12 09:15:00,2023-10-12 09:34:00,D,CE,HPandya,3,Please email passport with visa page and Medicare card to vcredit@Asif Tech.com.au
20148,2023-10-12 10:29:00,2023-10-12 10:41:00,A,CE,RMishra,4,
20149,2023-10-12 23:17:00,2023-10-12 23:36:00,A,CE,MDcruz,4,
20150,2023-10-12 03:52:00,2023-10-12 04:12:00,W,CE,MDcruz,3,"This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
20151,2023-10-12 22:59:00,2023-10-12 23:10:00,A,CPB,QMascarenhas,2,
20152,2023-10-12 04:41:00,2023-10-12 04:59:00,W,VC,SBambaras,3,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-5LFTJMO
20153,2023-10-12 09:22:00,2023-10-12 09:40:00,D,CE,NVaid,2,The applicant has been previously approved under a different CA Row ID. Please re-submit under row-id 1-7MU9ZOU. Please update the customer's first name correctly as 'Rowena' on the next application.
20154,2023-10-12 16:36:00,2023-10-12 16:55:00,A,CPB,SBambaras,4,
20155,2023-10-12 11:12:00,2023-10-12 11:22:00,A,CE,RMishra,3,
20156,2023-10-12 02:42:00,2023-10-12 02:57:00,A,CE,NBhatia,6,
20157,2023-10-12 09:41:00,2023-10-12 10:00:00,D,CE,AAkhundpur,5,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-761XPMX
20158,2023-10-12 22:52:00,2023-10-12 23:09:00,A,CPB,JDsouza,1,
20159,2023-10-12 10:31:00,2023-10-12 10:41:00,W,CPB,FWadia,4,The applicant has been declined due to information on their Dun & Bradstreet credit bureau file
20160,2023-10-13 18:59:00,2023-10-13 19:15:00,A,CPRB,MDcruz,4,
20161,2023-10-13 22:59:00,2023-10-13 23:10:00,A,VC,MDcruz,4,
20162,2023-10-13 22:11:00,2023-10-13 22:28:00,W,VC,QMascarenhas,2,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer - Row id 1-7V3JA4L
20163,2023-10-13 04:33:00,2023-10-13 04:50:00,A,CE,FWadia,5,
20164,2023-10-13 11:44:00,2023-10-13 12:03:00,A,CPB,SSyed,6,
20165,2023-10-13 11:23:00,2023-10-13 11:41:00,A,CPRB,AAkhundpur,5,
20166,2023-10-13 09:41:00,2023-10-13 10:01:00,A,CPB,CDcosta,5,
20167,2023-10-13 00:55:00,2023-10-13 01:12:00,A,CPB,RMishra,3,
20168,2023-10-13 21:38:00,2023-10-13 21:53:00,W,CE,SSyed,3,Please email a copy of passport with visa page and re-submit the next application with employer's landline number.
20169,2023-10-13 15:03:00,2023-10-13 15:14:00,A,CE,JDsouza,5,
20170,2023-10-13 03:34:00,2023-10-13 03:50:00,D,CE,NBhatia,2,Please resubmit with correct Home contact no.
20171,2023-10-13 11:36:00,2023-10-13 11:52:00,A,CPRB,SSyed,3,
20172,2023-10-13 09:52:00,2023-10-13 10:08:00,W,CPB,SSyed,2,Please re-submit as pensioner
20173,2023-10-13 06:10:00,2023-10-13 06:29:00,A,CE,SBambaras,5,
20174,2023-10-13 02:30:00,2023-10-13 02:41:00,A,CE,AAkhundpur,2,
20175,2023-10-13 13:49:00,2023-10-13 14:00:00,W,CPB,NBhatia,1,"Work number submitted is incorrect for the employer. Please confirm with applicant and resubmit. Also, please add the Suburb name in the Previous Address for the customer."
20176,2023-10-13 04:29:00,2023-10-13 04:44:00,A,CE,RMishra,1,
20177,2023-10-13 04:33:00,2023-10-13 04:49:00,A,CE,CDcosta,5,
20178,2023-10-13 14:57:00,2023-10-13 15:10:00,A,CPRB,RBose,6,
20179,2023-10-13 03:32:00,2023-10-13 03:43:00,A,CPB,SBambaras,4,
20180,2023-10-13 14:40:00,2023-10-13 14:57:00,A,CPB,AAkhundpur,6,
20181,2023-10-13 00:07:00,2023-10-13 00:19:00,W,CPB,SBambaras,1,Please resubmit with correct address of the applicant
20182,2023-10-13 16:12:00,2023-10-13 16:28:00,A,CE,MDcruz,2,
20183,2023-10-13 04:05:00,2023-10-13 04:23:00,W,CE,NVaid,3,Please email 100 pts of ID to vcredit@Asif Tech.com.au alongwith pensioner card.
20184,2023-10-13 23:41:00,2023-10-13 23:51:00,A,VC,RMishra,1,
20185,2023-10-13 03:28:00,2023-10-13 03:41:00,W,CE,NVaid,5,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under row-id:- 1-8E35NM2
20186,2023-10-13 18:14:00,2023-10-13 18:30:00,W,CE,NBhatia,2,"ROW ID 1-5RM762R This account is closed, please resubmit under a NEW ROW ID and Resubmit as student. Remove employer details."
20187,2023-10-13 07:58:00,2023-10-13 08:15:00,A,VC,QMascarenhas,1,
20188,2023-10-13 21:18:00,2023-10-13 21:31:00,A,CE,QMascarenhas,6,
20189,2023-10-13 10:34:00,2023-10-13 10:48:00,A,VC,QMascarenhas,4,
20190,2023-10-13 18:04:00,2023-10-13 18:18:00,D,CE,RBose,2,Customer has overdue account with 3
20191,2023-10-13 06:16:00,2023-10-13 06:33:00,A,CE,RMishra,6,
20192,2023-10-13 16:53:00,2023-10-13 17:06:00,A,CE,FWadia,2,
20193,2023-10-13 08:38:00,2023-10-13 08:50:00,A,CPB,NVaid,3,
20194,2023-10-13 08:17:00,2023-10-13 08:27:00,A,CPB,SBambaras,2,
20195,2023-10-13 15:43:00,2023-10-13 15:57:00,A,CE,HPandya,4,
20196,2023-10-13 15:31:00,2023-10-13 15:46:00,A,CE,HPandya,1,
20197,2023-10-13 03:04:00,2023-10-13 03:16:00,A,CPB,AAkhundpur,4,
20198,2023-10-13 13:19:00,2023-10-13 13:34:00,W,VC,NVaid,4,"Please resubmit with landline for employer. The customer wants to apply for the company it has to go under Commercial Application. If the Customer wants to apply for his personal use, the Employment Details should reflect as ""Self Employed""."
20199,2023-10-13 06:24:00,2023-10-13 06:44:00,A,CPB,FWadia,4,
20200,2023-10-13 21:54:00,2023-10-13 22:14:00,D,CPB,RBose,5,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-4W57NO5
20201,2023-10-13 03:03:00,2023-10-13 03:15:00,A,CE,FWadia,4,
20202,2023-10-13 10:50:00,2023-10-13 11:08:00,W,CPB,FWadia,5,Please send through copies of the applicants 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866
20203,2023-10-13 11:14:00,2023-10-13 11:31:00,A,CE,NBhatia,6,
20204,2023-10-13 21:11:00,2023-10-13 21:26:00,A,CPRB,MDcruz,1,
20205,2023-10-13 23:11:00,2023-10-13 23:29:00,A,CE,QMascarenhas,6,
20206,2023-10-13 01:07:00,2023-10-13 01:22:00,W,CPB,AAkhundpur,1,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-81YAXWO
20207,2023-10-13 06:38:00,2023-10-13 06:50:00,A,CE,QMascarenhas,3,
20208,2023-10-13 11:04:00,2023-10-13 11:14:00,A,CPRB,HPandya,3,
20209,2023-10-13 21:28:00,2023-10-13 21:47:00,A,CE,HPandya,4,
20210,2023-10-13 12:59:00,2023-10-13 13:18:00,W,VC,FWadia,5,Customer has overdue account with 3 - Account no 3330159265 - has an overdue payment of $542.77
20211,2023-10-13 19:54:00,2023-10-13 20:13:00,W,CE,RMishra,1,"Please check the applicant's date of birth and passport. If incorrect, please amend and resubmit. Otherwise, send copies of the applicant's 100 points of ID (and their previous Passport # if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
20212,2023-10-13 12:12:00,2023-10-13 12:22:00,A,CPB,HPandya,4,
20213,2023-10-13 12:18:00,2023-10-13 12:35:00,A,CE,NVaid,5,
20214,2023-10-13 11:22:00,2023-10-13 11:42:00,A,CPB,SBambaras,2,
20215,2023-10-13 14:59:00,2023-10-13 15:10:00,W,CPB,RMishra,4,"Please resubmit with the advertised contact details for the applicants employer Employer's Landline number (can include 13, 1300 & 1800 numbers) and in employment details incorrectly mentioned Type as ""Others, instead of the correct option""."
20216,2023-10-13 07:35:00,2023-10-13 07:45:00,A,CE,QMascarenhas,5,
20217,2023-10-13 05:57:00,2023-10-13 06:13:00,A,CE,NVaid,2,
20218,2023-10-13 04:34:00,2023-10-13 04:48:00,A,CE,SBambaras,5,
20219,2023-10-13 05:48:00,2023-10-13 06:05:00,A,CE,QMascarenhas,1,
20220,2023-10-13 12:03:00,2023-10-13 12:21:00,A,CPB,HPandya,5,
20221,2023-10-13 14:16:00,2023-10-13 14:31:00,W,CE,SSyed,2,Please resubmit with correct driver's license OR email 100 pts of ID (including driver's license) to vcredit@Asif Tech.com.au
20222,2023-10-13 21:07:00,2023-10-13 21:20:00,A,CPB,CDcosta,1,
20223,2023-10-13 15:10:00,2023-10-13 15:29:00,A,CE,SSyed,1,
20224,2023-10-13 14:13:00,2023-10-13 14:28:00,W,CE,RBose,4,The applicant has been declined as they are currently on a Tourist Visa.
20225,2023-10-13 18:58:00,2023-10-13 19:12:00,D,CPRB,JDsouza,2,Please email Employment ID to vcredit@Asif Tech.com.au and re-submit with company landline
20226,2023-10-13 17:13:00,2023-10-13 17:27:00,A,CE,RMishra,4,
20227,2023-10-13 03:21:00,2023-10-13 03:33:00,A,CPB,QMascarenhas,5,
20228,2023-10-13 14:27:00,2023-10-13 14:38:00,A,CE,HPandya,4,
20229,2023-10-13 22:38:00,2023-10-13 22:49:00,W,CE,NVaid,2,Please resubmit with a valid mobile number for a family or friend.
20230,2023-10-13 01:38:00,2023-10-13 01:57:00,W,CPRB,NVaid,6,Please resubmit with correct birthdate for the applicant - the birthdate is 06/10/1977
20231,2023-10-13 04:15:00,2023-10-13 04:26:00,A,VC,JDsouza,1,
20232,2023-10-13 20:28:00,2023-10-13 20:43:00,A,VC,RMishra,6,
20233,2023-10-13 08:46:00,2023-10-13 09:06:00,W,CPB,FWadia,5,Please verify the passport and DOB and resubmit OR email passport and visa page to vcredit@Asif Tech.com.au
20234,2023-10-13 10:23:00,2023-10-13 10:37:00,A,CPB,RMishra,2,
20235,2023-10-13 02:02:00,2023-10-13 02:20:00,W,VC,NBhatia,2,"Customer has overdue account with Asif Tech, account no 695840585 overdue by $143.98"
20236,2023-10-13 03:29:00,2023-10-13 03:42:00,A,CE,SBambaras,6,
20237,2023-10-13 20:37:00,2023-10-13 20:54:00,A,CE,MDcruz,3,
20238,2023-10-13 08:05:00,2023-10-13 08:21:00,A,CE,NVaid,1,
20239,2023-10-13 12:25:00,2023-10-13 12:36:00,A,CE,SBambaras,4,
20240,2023-10-13 15:47:00,2023-10-13 16:00:00,A,CPB,JDsouza,5,
20241,2023-10-13 21:02:00,2023-10-13 21:17:00,A,CE,FWadia,2,
20242,2023-10-13 18:51:00,2023-10-13 19:05:00,A,CPB,CDcosta,5,
20243,2023-10-13 09:52:00,2023-10-13 10:12:00,W,CPB,QMascarenhas,2,"Please resubmit with the Employer's Landline contact number details for the applicants employer (can include 13, 1300 & 1800 numbers)"
20244,2023-10-13 06:48:00,2023-10-13 07:00:00,W,CE,CDcosta,1,Please email 100 pts of ID to vcredit@Asif Tech.com.au passport and the visa page
20245,2023-10-13 05:45:00,2023-10-13 06:00:00,A,CPB,NVaid,5,
20246,2023-10-13 08:28:00,2023-10-13 08:47:00,W,CE,QMascarenhas,2,Applicant has previously approved application under another Row ID 1-8BBSKPY
20247,2023-10-13 05:55:00,2023-10-13 06:14:00,A,CE,RBose,1,
20248,2023-10-13 03:27:00,2023-10-13 03:42:00,A,CPB,NVaid,6,
20249,2023-10-13 18:20:00,2023-10-13 18:39:00,A,CPRB,CDcosta,2,
20250,2023-10-13 02:29:00,2023-10-13 02:41:00,W,CPB,FWadia,1,Please update the Old Passport No. B3708011 on the application and resubmit.
20251,2023-10-13 04:29:00,2023-10-13 04:39:00,W,CE,RMishra,6,Please re-submit as self employed (sole trader / commercial)
20252,2023-10-13 07:46:00,2023-10-13 07:59:00,A,CE,RBose,6,
20253,2023-10-13 21:15:00,2023-10-13 21:30:00,A,CE,JDsouza,6,
20254,2023-10-13 19:16:00,2023-10-13 19:34:00,A,VC,QMascarenhas,1,
20255,2023-10-13 22:08:00,2023-10-13 22:22:00,A,CE,AAkhundpur,4,
20256,2023-10-13 08:22:00,2023-10-13 08:32:00,A,CE,AAkhundpur,4,
20257,2023-10-13 22:47:00,2023-10-13 23:02:00,W,VC,SSyed,4,Please email passport with visa page-Unable to validate passport number
20258,2023-10-13 22:00:00,2023-10-13 22:10:00,A,CE,NBhatia,6,
20259,2023-10-13 14:32:00,2023-10-13 14:44:00,W,CPRB,AAkhundpur,2,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer- 1-8EZP2O4
20260,2023-10-13 15:10:00,2023-10-13 15:24:00,A,CPB,CDcosta,4,
20261,2023-10-13 14:49:00,2023-10-13 15:07:00,W,CE,QMascarenhas,4,Customer has overdue account with Asif Tech #713504033 - $85.50. Kindly resubmit after payment is made
20262,2023-10-13 06:12:00,2023-10-13 06:29:00,A,CPB,CDcosta,1,
20263,2023-10-13 04:53:00,2023-10-13 05:13:00,A,CE,HPandya,6,
20264,2023-10-13 01:53:00,2023-10-13 02:13:00,W,CE,RBose,1,Please resubmit next application with first name PARMJEET and Last name :KAUR
20265,2023-10-13 05:45:00,2023-10-13 06:05:00,A,CPRB,MDcruz,2,
20266,2023-10-13 16:41:00,2023-10-13 16:59:00,A,CPRB,NBhatia,3,
20267,2023-10-13 02:38:00,2023-10-13 02:54:00,A,CPRB,CDcosta,3,
20268,2023-10-13 22:17:00,2023-10-13 22:29:00,A,CPB,NVaid,3,
20269,2023-10-13 02:02:00,2023-10-13 02:17:00,A,CPB,RBose,4,
20270,2023-10-13 11:45:00,2023-10-13 12:04:00,A,CPB,QMascarenhas,3,
20271,2023-10-13 21:31:00,2023-10-13 21:47:00,A,CE,NVaid,2,
20272,2023-10-13 13:38:00,2023-10-13 13:56:00,A,CPB,FWadia,4,
20273,2023-10-13 06:12:00,2023-10-13 06:25:00,A,CPRB,CDcosta,2,
20274,2023-10-13 16:52:00,2023-10-13 17:09:00,A,CE,NVaid,1,
20275,2023-10-13 16:25:00,2023-10-13 16:38:00,A,CE,NBhatia,4,
20276,2023-10-13 10:42:00,2023-10-13 10:53:00,W,VC,MDcruz,1,Passport Visa expires in less than 06 months. Please offer the customer pre-paid service only
20277,2023-10-13 16:48:00,2023-10-13 17:02:00,D,CE,RMishra,5,The applicant has been previously approved under a different CA Row ID. The applicant will need to proceed with this order or have cancellation of the order confirmed in Siebel before reapplying. Also customer name is incorrect on this Application.
20278,2023-10-13 02:11:00,2023-10-13 02:27:00,W,CE,QMascarenhas,1,Please resubmit the requested device type.
20279,2023-10-13 08:32:00,2023-10-13 08:47:00,A,CE,HPandya,2,
20280,2023-10-13 14:03:00,2023-10-13 14:18:00,A,CPRB,NBhatia,1,
20281,2023-10-13 16:59:00,2023-10-13 17:18:00,A,CE,NBhatia,4,
20282,2023-10-13 05:33:00,2023-10-13 05:46:00,A,CE,RBose,2,
20283,2023-10-13 16:49:00,2023-10-13 17:00:00,W,VC,RBose,3,Please resubmit as existing customer ROW ID 1-6DFG73V. Please pay all overdue accounts before applying.
20284,2023-10-13 08:53:00,2023-10-13 09:03:00,A,CE,RBose,6,
20285,2023-10-13 06:06:00,2023-10-13 06:25:00,A,CE,SSyed,4,
20286,2023-10-13 13:44:00,2023-10-13 14:00:00,A,VC,RMishra,2,
20287,2023-10-13 20:52:00,2023-10-13 21:09:00,A,CE,HPandya,5,
20288,2023-10-13 07:25:00,2023-10-13 07:35:00,A,CPB,MDcruz,1,
20289,2023-10-13 20:26:00,2023-10-13 20:38:00,A,CE,JDsouza,3,
20290,2023-10-13 20:32:00,2023-10-13 20:47:00,A,CE,NVaid,4,
20291,2023-10-13 11:11:00,2023-10-13 11:31:00,W,CE,QMascarenhas,6,"No ABN entered in application, please update and resubmit"
20292,2023-10-13 08:04:00,2023-10-13 08:15:00,D,CE,QMascarenhas,2,Please email passport with visa page as unable to check the Passport and Visa Details.
20293,2023-10-13 21:41:00,2023-10-13 21:53:00,A,CE,NVaid,6,
20294,2023-10-13 19:55:00,2023-10-13 20:07:00,A,CPB,RMishra,6,
20295,2023-10-13 09:20:00,2023-10-13 09:35:00,A,CE,FWadia,5,
20296,2023-10-13 10:43:00,2023-10-13 10:57:00,A,CE,FWadia,3,
20297,2023-10-13 02:19:00,2023-10-13 02:34:00,D,VC,NVaid,5,An account for this applicant already exists with Asif Tech. Please re-submit as existing customer under row-id:-1-7PTIPX0.
20298,2023-10-13 22:01:00,2023-10-13 22:13:00,W,CPB,AAkhundpur,4,Please re-submit with employer's contactable landline number or email copy of Proof of Income (Pay Slips / Bank Statement / Employment Letter) to vcredit@Asif Tech.com.au
20299,2023-10-13 02:00:00,2023-10-13 02:18:00,A,CPB,MDcruz,3,
20300,2023-10-13 21:52:00,2023-10-13 22:06:00,A,CPB,MDcruz,5,
20301,2023-10-13 21:29:00,2023-10-13 21:40:00,W,CE,SBambaras,1,The applicant has been declined due to recent late payments on their account.
20302,2023-10-13 02:03:00,2023-10-13 02:16:00,D,CPB,RMishra,3,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer(1-7MZ7FOC)
20303,2023-10-13 13:54:00,2023-10-13 14:08:00,A,CE,NVaid,2,
20304,2023-10-13 10:02:00,2023-10-13 10:14:00,A,CE,MDcruz,2,
20305,2023-10-13 11:00:00,2023-10-13 11:10:00,W,CPRB,CDcosta,3,Please re-submit with correct home phone number.
20306,2023-10-13 21:13:00,2023-10-13 21:32:00,A,VC,MDcruz,5,
20307,2023-10-13 02:40:00,2023-10-13 03:00:00,A,CPRB,SSyed,4,
20308,2023-10-13 16:17:00,2023-10-13 16:34:00,A,CE,JDsouza,5,
20309,2023-10-13 01:30:00,2023-10-13 01:40:00,W,CE,SSyed,2,Please email bank statement or latest payslip for proof of employment to vcredit@Asif Tech.com.au
20310,2023-10-13 10:31:00,2023-10-13 10:45:00,A,VC,NBhatia,5,
20311,2023-10-13 21:14:00,2023-10-13 21:32:00,A,CPB,HPandya,6,
20312,2023-10-13 23:14:00,2023-10-13 23:28:00,W,CPB,CDcosta,3,Incorrect info provided Please resubmit application with correct passport number: PC5444013
20313,2023-10-13 23:30:00,2023-10-13 23:49:00,A,CPB,JDsouza,6,
20314,2023-10-13 16:14:00,2023-10-13 16:25:00,A,CPRB,NVaid,1,
20315,2023-10-13 03:47:00,2023-10-13 04:03:00,W,CE,MDcruz,5,Please email passport with visa page. we have not recieved the visa Page.
20316,2023-10-13 17:47:00,2023-10-13 18:03:00,W,CE,MDcruz,3,"1-56N81EJ - This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
20317,2023-10-13 22:42:00,2023-10-13 22:55:00,A,CE,NBhatia,4,
20318,2023-10-13 02:58:00,2023-10-13 03:11:00,A,CE,NBhatia,1,
20319,2023-10-13 20:20:00,2023-10-13 20:35:00,W,CE,AAkhundpur,5,Please send through copies of the applicants 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866 Medicare Card/Drivers License
20320,2023-10-13 19:54:00,2023-10-13 20:13:00,A,VC,AAkhundpur,4,
20321,2023-10-13 21:38:00,2023-10-13 21:51:00,A,VC,NVaid,1,
20322,2023-10-13 16:34:00,2023-10-13 16:49:00,A,CPB,CDcosta,6,
20323,2023-10-13 07:20:00,2023-10-13 07:37:00,A,CE,HPandya,4,
